Rank,Release Group,Worldwide,Domestic,%,Foreign,%
329,Peterloo,"$1,998,945","$151,971",7.6%,"$1,846,974",92.4%
330,Great Performances at the Met: Verdi: La Traviata,"$1,982,588","$1,882,931",95%,"$99,657",5%
331,Maquia: When the Promised Flower Blooms,"$1,963,575","$185,699",9.5%,"$1,777,876",90.5%
332,The House That Jack Built,"$1,933,114","$170,113",8.8%,"$1,763,001",91.2%
333,The Pact,"$1,855,647","$2,488",0.1%,"$1,853,159",99.9%
334,Sweet Country,"$1,847,693","$104,297",5.6%,"$1,743,396",94.4%
335,Grease 2018 Re-release,"$1,827,688","$1,213,413",66.4%,"$614,275",33.6%
336,The Little Stranger,"$1,824,902","$713,143",39.1%,"$1,111,759",60.9%
337,The Seagull,"$1,820,461","$1,252,960",68.8%,"$567,501",31.2%
338,Moses,"$1,807,117","$1,807,117",100%,-,-
339,Great Performances at the Met: Puccini: La Bohème,"$1,764,201","$1,764,201",100%,-,-
340,Great Performances at the Met: Massenet: Cendrillon,"$1,747,259","$1,243,306",71.2%,"$503,953",28.8%
341,Beast,"$1,744,071","$800,365",45.9%,"$943,706",54.1%
342,A Faithful Man,"$1,720,605","$77,491",4.5%,"$1,643,114",95.5%
343,The Wild Pear Tree,"$1,696,258","$34,014",2%,"$1,662,244",98%
344,Sorry Angel,"$1,636,273","$30,628",1.9%,"$1,605,645",98.1%
345,I Still See You,"$1,620,637","$1,359",<0.1%,"$1,619,278",99.9%
346,Great Performances at the Met: Verdi: Aida,"$1,595,902","$1,595,902",100%,-,-
347,Made in India,"$1,594,164","$790,628",49.6%,"$803,536",50.4%
348,Yardie,"$1,551,163","$36,012",2.3%,"$1,515,151",97.7%
349,Mystery Train,"$1,544,973","$1,541,218",99.8%,"$3,755",0.2%
350,Kedarnath,"$1,538,417","$901,131",58.6%,"$637,286",41.4%
351,Princess Mononoke 2018 Re-release,"$1,519,321","$1,423,877",93.7%,"$95,444",6.3%
352,The Miseducation of Cameron Post,"$1,474,577","$904,703",61.4%,"$569,874",38.6%
353,The Dawn Wall 2018 Re-release,"$1,442,013","$970,032",67.3%,"$471,981",32.7%
354,Vox Lux,"$1,439,539","$727,119",50.5%,"$712,420",49.5%
355,Sometimes Always Never,"$1,377,856",-,-,"$1,377,856",100%
356,Swimming with Men,"$1,377,748","$24,708",1.8%,"$1,353,040",98.2%
357,Little Italy,"$1,362,536","$990,230",72.7%,"$372,306",27.3%
358,Foxtrot,"$1,356,159","$618,883",45.6%,"$737,276",54.4%
359,Mandy,"$1,335,484","$1,214,525",90.9%,"$120,959",9.1%
360,Great Performances at the Met: Rossini: Semiramide,"$1,332,900","$1,033,651",77.5%,"$299,249",22.5%
361,Great Performances at the Met: Mozart: Così fan tutte,"$1,302,949","$1,302,949",100%,-,-
362,The Cakemaker,"$1,287,568","$875,751",68%,"$411,817",32%
363,Shed Skin Papa,"$1,278,065","$13,331",1%,"$1,264,734",99%
364,Yellow Submarine,"$1,273,261","$992,305",77.9%,"$280,956",22.1%
365,Beautifully Broken,"$1,271,572","$1,209,645",95.1%,"$61,927",4.9%
366,Guy,"$1,257,937","$1,319",0.1%,"$1,256,618",99.9%
367,The Captain,"$1,196,669","$109,226",9.1%,"$1,087,443",90.9%
368,Great Performances at the Met: Saint-Saëns: Samson et Dalila,"$1,195,758","$1,195,758",100%,-,-
369,Great Performances at the Met: Verdi: Luisa Miller,"$1,166,858","$1,166,858",100%,-,-
370,Elliot the Littlest Reindeer 2018 Re-release,"$1,142,187","$24,262",2.1%,"$1,117,925",97.9%
371,Roma,"$1,140,769",-,-,"$1,140,769",100%
372,Look Away,"$1,119,537",-,-,"$1,119,537",100%
373,Great Performances at the Met: Donizetti: L'Elisir d'Amore,"$1,115,018","$1,115,018",100%,-,-
374,Sunset,"$1,083,299","$164,906",15.2%,"$918,393",84.8%
375,The Dark Crystal 2018 Re-release,"$1,036,956","$1,036,956",100%,-,-
376,Great Performances at the Met: Puccini: La Fanciulla del West,"$1,023,233","$1,023,233",100%,-,-
377,Husband Material,"$1,016,545","$567,417",55.8%,"$449,128",44.2%
378,Transit,"$1,012,747","$815,290",80.5%,"$197,457",19.5%
379,Elvis: The Comeback Special,"$1,010,657","$1,010,657",100%,-,-
380,National Theatre Live: Antony & Cleopatra,"$998,079","$83,672",8.4%,"$914,407",91.6%
381,Schindler's List 2018 Re-release,"$981,489","$833,050",84.9%,"$148,439",15.1%
382,Journey's End,"$970,809","$161,796",16.7%,"$809,013",83.3%
383,Ryuichi Sakamoto: Coda,"$960,212","$117,460",12.2%,"$842,752",87.8%
384,A Prayer Before Dawn,"$958,883","$14,453",1.5%,"$944,430",98.5%
385,The Endless,"$956,425","$272,020",28.4%,"$684,405",71.6%
386,The Catcher Was a Spy,"$953,953","$725,223",76%,"$228,730",24%
387,Becoming Astrid,"$938,766","$120,486",12.8%,"$818,280",87.2%
388,Revenge,"$938,055","$102,091",10.9%,"$835,964",89.1%
389,White Christmas 2018 Re-release,"$928,298","$928,298",100%,-,-
390,Like Arrows,"$928,265","$817,990",88.1%,"$110,275",11.9%
391,Kirk Cameron: Connect,"$918,127","$918,127",100%,-,-
392,The Lodgers,"$916,727","$7,362",0.8%,"$909,365",99.2%
393,Kings,"$910,269","$274,635",30.2%,"$635,634",69.8%
394,Great Performances at the Met: Nico Muhly: Marnie,"$865,551","$849,710",98.2%,"$15,841",1.8%
395,Lizzie,"$844,786","$642,157",76%,"$202,629",24%
396,BANDSTAND: The Broadway Musical on Screen,"$839,554","$839,554",100%,-,-
397,The Heiresses,"$811,196","$78,473",9.7%,"$732,723",90.3%
398,Mrs. Hyde,"$778,142","$18,627",2.4%,"$759,515",97.6%
399,The Invisibles,"$764,250","$407,373",53.3%,"$356,877",46.7%
400,Pick of the Litter,"$763,688","$578,717",75.8%,"$184,971",24.2%
401,Museo,"$759,626","$148,505",19.5%,"$611,121",80.5%
402,Boundaries,"$755,977","$703,438",93.1%,"$52,539",6.9%
403,Ramen Shop,"$735,008","$88,455",12%,"$646,553",88%
404,The Polar Express 2018 Re-release,"$731,018","$731,018",100%,-,-
405,Slaughterhouse Rulez,"$730,762","$4,665",0.6%,"$726,097",99.4%
406,Liz and the Blue Bird,"$726,454","$63,204",8.7%,"$663,250",91.3%
407,HBO Boxing: Canelo Alvarez vs. Gennady Golovkin II,"$707,875","$707,875",100%,-,-
408,Itzhak,"$704,968","$607,290",86.1%,"$97,678",13.9%
409,Blaze,"$704,955","$704,955",100%,-,-
410,Jim Henson's Holiday Special with Fraggle Rock and Emmet Otter,"$695,130","$695,130",100%,-,-
411,In the Aisles,"$694,586","$28,394",4.1%,"$666,192",95.9%
412,The Trump Prophecy,"$671,198","$671,198",100%,-,-
413,Anna and the Apocalypse,"$670,430","$545,597",81.4%,"$124,833",18.6%
414,Dragon Ball Z: Broly - The Legendary Super Saiyan,"$658,982","$658,982",100%,-,-
415,Ponyo 2018 Re-release,"$653,072","$653,072",100%,-,-
416,Batti Gul Meter Chalu,"$635,869","$249,539",39.2%,"$386,330",60.8%
417,"Love, Gilda","$626,318","$626,318",100%,-,-
418,The Sound of Music 2018 Re-release,"$624,392","$616,171",98.7%,"$8,221",1.3%
419,Die Hard 30th Anniversary Release,"$620,525","$510,241",82.2%,"$110,284",17.8%
420,The Transformers,"$619,597","$619,597",100%,-,-
421,The Reports on Sarah and Saleem,"$607,206","$117,479",19.3%,"$489,727",80.7%
422,The Walking Dead: Wrath/The Walking Dead/Fear the Walking Dead: What's Your Story?/Fear the Walking Dead,"$605,764","$605,764",100%,-,-
423,"DCI 2019: Big, Loud & Live 16","$603,320","$603,320",100%,-,-
424,The Grateful Dead Meet-Up 2018,"$600,554","$600,554",100%,-,-
425,Oh Lucy!,"$600,145","$375,391",62.6%,"$224,754",37.4%
426,The Big Lebowski 2018 Re-release,"$592,832","$582,585",98.3%,"$10,247",1.7%
427,Bilal: A New Breed of Hero 2018 Re-release,"$576,805","$490,973",85.1%,"$85,832",14.9%
428,The Cat Returns 2018 Re-release,"$563,718","$563,718",100%,-,-
429,Beetlejuice 2018 Re-release,"$562,613","$512,947",91.2%,"$49,666",8.8%
430,Kusama: Infinity,"$558,052","$360,931",64.7%,"$197,121",35.3%
431,Castle in the Sky 2018 Re-release,"$557,541","$523,664",93.9%,"$33,877",6.1%
432,Rojo,"$557,092","$94,757",17%,"$462,335",83%
433,Dhadak,"$549,628",-,-,"$549,628",100%
434,My Generation,"$546,183",-,-,"$546,183",100%
435,He's Out There,"$544,674",-,-,"$544,674",100%
436,Dragon Ball Z: Bardock - The Father of Goku/Dragon Ball Z: Fusion Reborn,"$540,707","$540,707",100%,-,-
437,Karwaan,"$536,525","$182,009",33.9%,"$354,516",66.1%
438,What They Had,"$533,579","$260,136",48.8%,"$273,443",51.2%
439,Grave of the Fireflies,"$516,962","$516,962",100%,-,-
440,The Sandlot 2018 Re-release,"$516,130","$516,130",100%,-,-
441,Bullitt 2018 Re-release,"$511,350","$511,350",100%,-,-
442,Monsters and Men,"$510,967","$500,101",97.9%,"$10,866",2.1%
443,Have a Nice Day,"$504,003","$79,393",15.8%,"$424,610",84.2%
444,London Fields,"$487,420","$252,676",51.8%,"$234,744",48.2%
445,Matangi/Maya/M.I.A,"$469,489","$230,808",49.2%,"$238,681",50.8%
446,Time Freak,"$467,693","$10,003",2.1%,"$457,690",97.9%
447,Puffs: Filmed Live Off Broadway,"$464,483","$464,483",100%,-,-
448,MFKZ,"$461,724","$229,423",49.7%,"$232,301",50.3%
449,Scotty and the Secret History of Hollywood,"$461,689","$461,689",100%,-,-
450,South Pacific 2018 Re-release,"$458,000","$458,000",100%,-,-
451,The Gospel According to André,"$454,550","$400,713",88.2%,"$53,837",11.8%
452,Leaning Into The Wind,"$452,372","$400,530",88.5%,"$51,842",11.5%
453,Porco Rosso 2018 Re-release,"$443,059","$443,059",100%,-,-
454,Elf 2018 Re-release,"$442,073","$442,073",100%,-,-
455,We the Animals,"$434,743","$400,961",92.2%,"$33,782",7.8%
456,DCI 2018 Tour Premeire,"$434,008","$434,008",100%,-,-
457,The Sower,"$433,112","$36,233",8.4%,"$396,879",91.6%
458,Andy Irons: Kissed by God,"$430,393","$285,933",66.4%,"$144,460",33.6%
459,Cirque du Soleil in Cinema: KURIOS - Cabinet of Curiosities,"$422,760","$413,039",97.7%,"$9,721",2.3%
460,Frankenstein 2018 Re-release,"$417,783","$417,783",100%,-,-
461,Happy Phirr Bhag Jayegi,"$417,669","$103,385",24.8%,"$314,284",75.2%
462,Status Update,"$416,178","$4,764",1.1%,"$411,414",98.9%
463,Vertigo 2018 Re-release,"$408,560","$394,212",96.5%,"$14,348",3.5%
464,Please Stand By,"$406,732","$9,868",2.4%,"$396,864",97.6%
465,The Philadelphia Story 2018 Re-release,"$404,524","$404,524",100%,-,-
466,The Oath,"$401,463","$401,463",100%,-,-
467,West Side Story 2018 Re-release,"$398,670","$398,670",100%,-,-
468,Space Mutiny,"$397,887","$397,887",100%,-,-
469,Krull 2018 Re-release,"$397,157","$397,157",100%,-,-
470,The Escape,"$390,881","$14,018",3.6%,"$376,863",96.4%
471,"Westwood: Punk, Icon, Activist","$386,856","$58,979",15.2%,"$327,877",84.8%
472,How to Talk to Girls at Parties,"$385,733","$84,809",22%,"$300,924",78%
473,Flower,"$380,553","$328,188",86.2%,"$52,365",13.8%
474,Jane and Emma,"$380,030","$380,030",100%,-,-
475,Daughter of Mine,"$379,010","$10,628",2.8%,"$368,382",97.2%
476,Attack on Titan: Smoke Signal,"$377,334","$377,334",100%,-,-
477,Jurassic Park 2018 Re-release,"$374,238","$374,238",100%,-,-
478,Pom Poko 2018 Re-release,"$372,405","$372,405",100%,-,-
479,"Ruben Brandt, Collector 2018 Re-release","$369,809","$117,963",31.9%,"$251,846",68.1%
480,The Wizard of Oz 2018 Re-release,"$351,839","$351,839",100%,-,-
481,Bel Canto,"$350,264","$125,569",35.8%,"$224,695",64.2%
482,Suicide the Ripple Effect,"$347,468","$347,468",100%,-,-
483,Bolshoi Ballet: Swan Lake,"$342,391","$88,905",26%,"$253,486",74%
484,Nureyev: Lifting the Curtain,"$342,255","$165,203",48.3%,"$177,052",51.7%
485,Knife + Heart,"$341,847","$32,516",9.5%,"$309,331",90.5%
486,Silencio,"$338,596","$158,723",46.9%,"$179,873",53.1%
487,Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice,"$335,697","$335,697",100%,-,-
488,Russ Taff: I Still Believe,"$334,983","$334,983",100%,-,-
489,Shine,"$333,388","$333,388",100%,-,-
490,The Opera House,"$325,235","$320,079",98.4%,"$5,156",1.6%
491,Teefa In Trouble,"$324,633",-,-,"$324,633",100%
492,The Bolshoi Ballet: Live From Moscow - The Nutcracker,"$323,928","$323,928",100%,-,-
493,The Cured,"$323,776","$26,630",8.2%,"$297,146",91.8%
494,Damsel,"$323,235","$305,136",94.4%,"$18,099",5.6%
495,Sauvage / Wild,"$317,536","$61,604",19.4%,"$255,932",80.6%
496,The Riot and the Dance,"$316,103","$316,103",100%,-,-
497,The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,"$313,088","$313,088",100%,-,-
498,MET Opera: Magic Flute,"$307,686","$307,686",100%,-,-
499,The Mercy 2018 Re-release,"$306,205","$29,538",9.6%,"$276,667",90.4%
500,Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury,"$304,482","$304,482",100%,-,-
501,The Bolshoi Ballet: Live From Moscow - Giselle,"$302,681","$302,681",100%,-,-
502,Sunset Blvd. 2018 Re-release,"$299,645","$299,645",100%,-,-
503,Okko's Inn,"$293,385","$134,787",45.9%,"$158,598",54.1%
504,More Than Funny,"$290,498","$290,498",100%,-,-
505,Best F(r)iends: Volume 1,"$290,064","$252,410",87%,"$37,654",13%
506,The Silence of Others,"$289,455","$67,986",23.5%,"$221,469",76.5%
507,Generation Wealth,"$287,709","$237,709",82.6%,"$50,000",17.4%
508,Skate Kitchen,"$287,307","$236,799",82.4%,"$50,508",17.6%
509,But Deliver Us from Evil,"$285,169","$285,169",100%,-,-
510,Disney's Newsies: The Broadway Musical! 2018 Re-release,"$282,429","$282,429",100%,-,-
511,Namaste England,"$279,934","$104,156",37.2%,"$175,778",62.8%
512,Wonders of the Sea,"$279,415","$100,780",36.1%,"$178,635",63.9%
513,Science Fair,"$277,338","$276,195",99.6%,"$1,143",0.4%
514,The King,"$273,601","$259,291",94.8%,"$14,310",5.2%
515,The World Before Your Feet,"$268,644","$268,644",100%,-,-
516,Doctor Who,"$264,629","$264,629",100%,-,-
517,The Producers 2018 Re-release,"$263,277","$216,807",82.3%,"$46,470",17.7%
518,The Final Year,"$262,286","$191,900",73.2%,"$70,386",26.8%
519,Eating You Alive,"$260,534","$260,534",100%,-,-
520,Across the Universe 2018 Re-release,"$258,618","$258,618",100%,-,-
521,Big 2018 Re-release,"$258,507","$258,507",100%,-,-
522,Helicopter Eela,"$256,952","$71,971",28%,"$184,981",72%
523,Hot Summer Nights,"$246,133",-,-,"$246,133",100%
524,The Fireflies Are Gone,"$245,006","$245,006",100%,-,-
525,Dark River,"$239,182","$7,714",3.2%,"$231,468",96.8%
526,RWBY: Argus Limited,"$238,379","$238,379",100%,-,-
527,Alien Intrusion: Unmasking a Deception,"$237,411","$237,411",100%,-,-
528,Diamantino,"$235,041","$70,088",29.8%,"$164,953",70.2%
529,Superman 2018 Re-release,"$233,585","$233,585",100%,-,-
530,Bishôjo senshi Sailor Moon Super S Special,"$231,434","$231,434",100%,-,-
531,"Belle and Sebastian, Friends for Life 2018 Re-release","$229,983","$105,890",46%,"$124,093",54%
532,Studio 54,"$227,062","$199,767",88%,"$27,295",12%
533,BuyBust,"$223,720","$178,471",79.8%,"$45,249",20.2%
534,Little Pink House,"$220,948","$220,948",100%,-,-
535,Fragments of Truth,"$219,342","$219,342",100%,-,-
536,Dark Money,"$217,932","$217,932",100%,-,-
537,Getting Grace,"$217,812","$217,812",100%,-,-
538,The Treasure of the Sierra Madre,"$215,295","$215,295",100%,-,-
539,Agent Mr. Chan,"$208,351","$208,351",100%,-,-
540,The Dating Project,"$208,100","$208,100",100%,-,-
541,Heading Home: The Tale of Team Israel,"$207,533","$207,533",100%,-,-
542,Keep the Change,"$202,788","$202,788",100%,-,-
543,The Bolshoi Ballet: Live From Moscow - Coppélia,"$202,217","$202,217",100%,-,-
544,Gemini,"$200,340","$200,340",100%,-,-
545,Rebel Without a Cause 2018 Re-release,"$199,963","$199,963",100%,-,-
546,Madeline's Madeline,"$197,309","$185,576",94.1%,"$11,733",5.9%
547,Have It All -The Movie,"$197,142","$197,142",100%,-,-
548,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$195,517","$166,616",85.2%,"$28,901",14.8%
549,Claire's Camera,"$191,980","$83,418",43.5%,"$108,562",56.5%
550,The Bolshoi Ballet: Live From Moscow - Don Quixote,"$187,946","$187,946",100%,-,-
551,Owaranai hito: Miyazaki Hayao,"$187,320","$187,320",100%,-,-
552,Twiceland,"$186,078","$52,874",28.4%,"$133,204",71.6%
553,National Theatre Live: King Lear,"$185,305","$185,305",100%,-,-
554,Cobra Kai Premiere Event feat. The Karate Kid,"$185,082","$185,082",100%,-,-
555,Shock and Awe,"$182,415","$77,980",42.7%,"$104,435",57.3%
556,The Bolshoi Ballet: Live From Moscow - The Flames of Paris,"$175,922","$175,922",100%,-,-
557,Always at The Carlyle,"$174,251","$174,251",100%,-,-
558,The Bolshoi Ballet: Live From Moscow - La Sylphide,"$171,177","$171,177",100%,-,-
559,Girls of the Sun,"$168,771","$19,712",11.7%,"$149,059",88.3%
560,The Clovehitch Killer,"$167,994","$8,208",4.9%,"$159,786",95.1%
561,The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,"$167,991","$167,991",100%,-,-
562,Is Genesis History? 2018 Re-release,"$166,763","$166,763",100%,-,-
563,Far From the Tree,"$166,018","$166,018",100%,-,-
564,Lost & Found,"$164,026","$125,173",76.3%,"$38,853",23.7%
565,The Samuel Project,"$161,565","$161,565",100%,-,-
566,Lu Over the Wall,"$161,253","$109,857",68.1%,"$51,396",31.9%
567,National Theatre Live: The Curious Incident of the Dog in the Night-Time 2018 Re-release,"$160,381","$160,381",100%,-,-
568,The Last Resort,"$158,646","$158,646",100%,-,-
569,Western,"$155,215","$41,072",26.5%,"$114,143",73.5%
570,Bad Reputation,"$154,190","$148,568",96.4%,"$5,622",3.6%
571,Eating Animals,"$153,993","$149,614",97.2%,"$4,379",2.8%
572,The Tag Along: Devil Fish,"$153,895","$20,726",13.5%,"$133,169",86.5%
573,"Buttons, A New Musical Film","$151,983","$151,983",100%,-,-
574,Night of the Living Dead 2018 Re-release,"$147,423","$147,423",100%,-,-
575,Hannah,"$146,325","$11,700",8%,"$134,625",92%
576,Mr. Smith Goes to Washington 2018 Re-release,"$144,738","$144,738",100%,-,-
577,The Price of Everything,"$144,446","$87,400",60.5%,"$57,046",39.5%
578,Disguising,"$143,108",-,-,"$143,108",100%
579,Best F(r)iends Volume Two,"$141,524","$141,524",100%,-,-
580,Support the Girls,"$139,550","$129,124",92.5%,"$10,426",7.5%
581,Head Full of Honey,"$138,844","$12,350",8.9%,"$126,494",91.1%
582,The Brawler,"$138,515","$75,929",54.8%,"$62,586",45.2%
583,Mantra: Sounds Into Silence,"$135,684","$115,013",84.8%,"$20,671",15.2%
584,Another Day of Life,"$134,801","$3,190",2.4%,"$131,611",97.6%
585,Rudy 2018 Re-release,"$131,200","$131,200",100%,-,-
586,The Image Book,"$130,802","$94,153",72%,"$36,649",28%
587,Saheb Biwi Aur Gangster 3,"$130,403",-,-,"$130,403",100%
588,Five Seasons: The Gardens of Piet Oudolf,"$130,319","$119,223",91.5%,"$11,096",8.5%
589,Great Performances at the Met: Puccini: Madama Butterfly,"$129,730","$129,730",100%,-,-
590,Great Performances at the Met: Tchaikovsky: Eugene Onegin 2018 Re-release,"$129,498","$129,498",100%,-,-
591,Great Performances at the Met: Verdi: Il Trovatore,"$129,393","$129,393",100%,-,-
592,Love After Love,"$128,602","$121,098",94.2%,"$7,504",5.8%
593,Where Hands Touch,"$128,269","$67,743",52.8%,"$60,526",47.2%
594,Sleepless in Seattle 2018 Re-release,"$127,281","$127,281",100%,-,-
595,The Great Buster,"$125,807","$118,344",94.1%,"$7,463",5.9%
596,Hymn: Sarah Brightman In Concert,"$124,707","$113,274",90.8%,"$11,433",9.2%
597,'85: The Greatest Team in Football History,"$124,573","$124,573",100%,-,-
598,Wings of Desire 2018 Re-release,"$123,830","$123,830",100%,-,-
599,Blood Fest,"$122,833","$82,774",67.4%,"$40,059",32.6%
600,Yu-Gi-Oh!: The Movie - Pyramid of Light 2018 Re-release,"$121,688","$121,688",100%,-,-
601,Styx 2018 Re-release,"$118,188","$70,794",59.9%,"$47,394",40.1%
602,Bisbee '17,"$117,470","$117,470",100%,-,-
603,George Takei's Allegiance 2018 Re-release,"$117,162","$117,162",100%,-,-
604,Nostalgia,"$114,603","$114,603",100%,-,-
605,John McEnroe: In the Realm of Perfection,"$114,289","$90,964",79.6%,"$23,325",20.4%
606,Bodied,"$113,956","$113,956",100%,-,-
607,Filmworker,"$112,828","$102,609",90.9%,"$10,219",9.1%
608,A Boy. A Girl. A Dream.,"$112,552","$112,552",100%,-,-
609,"Hale County This Morning, This Evening","$112,282","$112,282",100%,-,-
610,The Dawn Wall,"$112,191","$112,191",100%,-,-
611,A Chance in the World,"$112,007","$112,007",100%,-,-
612,A Paris Education,"$111,197","$21,598",19.4%,"$89,599",80.6%
613,Red Sorghum,"$108,371",-,-,"$108,371",100%
614,"No Date, No Signature","$107,368","$36,444",33.9%,"$70,924",66.1%
615,National Theatre Live: Julius Caesar,"$107,057","$107,057",100%,-,-
616,The Charmer,"$106,379","$26,167",24.6%,"$80,212",75.4%
617,Never Heard,"$105,271","$105,271",100%,-,-
618,Andrei Rublev 2018 Re-release,"$102,021","$102,021",100%,-,-
619,Kickboxer: Retaliation,"$101,690","$4,537",4.5%,"$97,153",95.5%
620,All About Nina,"$100,335","$100,335",100%,-,-
621,Meow Wolf: Origin Story,"$99,488","$99,488",100%,-,-
622,Reign of Judges: Title of Liberty - Concept Short,"$98,408","$93,224",94.7%,"$5,184",5.3%
623,National Theatre Live: Macbeth,"$97,857","$97,857",100%,-,-
624,Godspeed: The Race Across America,"$96,690","$96,690",100%,-,-
625,The Night Eats the World,"$95,208",-,-,"$95,208",100%
626,Let the Corpses Tan,"$93,409","$93,409",100%,-,-
627,Nancy,"$92,000","$80,115",87.1%,"$11,885",12.9%
628,BANDSTAND: The Broadway Musical on Screen 2018 Re-release,"$91,000","$91,000",100%,-,-
629,Yuri!!! On Ice,"$90,751","$81,878",90.2%,"$8,873",9.8%
630,Minding the Gap,"$90,328","$11,998",13.3%,"$78,330",86.7%
631,Running for Grace,"$89,988","$89,988",100%,-,-
632,Cat on a Hot Tin Roof,"$89,332","$89,332",100%,-,-
633,Goldstone 2018 Re-release,"$87,639","$87,639",100%,-,-
634,Beuys,"$86,451","$65,410",75.7%,"$21,041",24.3%
635,"Nico, 1988","$83,558","$73,304",87.7%,"$10,254",12.3%
636,Doctor Who: The Woman Who Fell to Earth,"$82,698","$82,698",100%,-,-
637,Bhavesh Joshi Superhero,"$81,792","$57,376",70.1%,"$24,416",29.9%
638,Yomeddine,"$81,030","$11,308",14%,"$69,722",86%
639,Woman Walks Ahead,"$80,912","$57,528",71.1%,"$23,384",28.9%
640,En el séptimo día,"$79,887","$79,887",100%,-,-
641,The Boxcar Children - Surprise Island,"$78,676","$78,676",100%,-,-
642,Un traductor,"$78,075","$13,509",17.3%,"$64,566",82.7%
643,Parchi,"$77,110","$69,431",90%,"$7,679",10%
644,93Queen,"$76,056","$76,056",100%,-,-
645,Touch Me Not,"$75,507","$13,782",18.3%,"$61,725",81.7%
646,The Riot Act,"$75,506","$75,506",100%,-,-
647,Where Is Kyra?,"$74,821","$59,717",79.8%,"$15,104",20.2%
648,Above and Beyond: NASA's Journey to Tomorrow,"$74,711","$74,711",100%,-,-
649,The Boy Downstairs,"$73,988","$13,638",18.4%,"$60,350",81.6%
650,After Auschwitz,"$73,885","$73,885",100%,-,-
651,Primal Rage: The Legend of Konga,"$73,383","$21,497",29.3%,"$51,886",70.7%
652,Antonio Lopez 1970: Sex Fashion & Disco,"$73,122","$43,169",59%,"$29,953",41%
653,The Fog 2018 Re-release,"$70,421","$70,421",100%,-,-
654,Wastelander,"$70,045","$70,045",100%,-,-
655,Chef Flynn,"$69,542","$68,407",98.4%,"$1,135",1.6%
656,Outside In,"$68,492","$68,492",100%,-,-
657,The Eyes of Orson Welles,"$68,328","$10,253",15%,"$58,075",85%
658,10x10,"$68,260","$2,263",3.3%,"$65,997",96.7%
659,Making the Five Heartbeats,"$67,415","$67,415",100%,-,-
660,The Doctor from India,"$67,136","$67,136",100%,-,-
661,"3100, Run and Become","$66,789","$65,524",98.1%,"$1,265",1.9%
662,Searching for Ingmar Bergman,"$64,742","$36,686",56.7%,"$28,056",43.3%
663,"Monrovia, Indiana","$64,596","$63,944",99%,$652,1%
664,The Gardener,"$62,734","$62,734",100%,-,-
665,The Swan,"$62,716","$2,367",3.8%,"$60,349",96.2%
666,River Runs Red,"$61,789","$9,893",16%,"$51,896",84%
667,Here and Now,"$61,271","$13,892",22.7%,"$47,379",77.3%
668,Never Goin' Back,"$61,271","$61,271",100%,-,-
669,A Kid Like Jake,"$60,784","$58,403",96.1%,"$2,381",3.9%
670,Viper Club,"$60,607","$60,607",100%,-,-
671,Bomb City,"$59,329","$59,329",100%,-,-
672,Digimon Adventure tri. Part 4: Loss,"$59,114","$59,114",100%,-,-
673,Horn from the Heart: The Paul Butterfield Story,"$58,597","$58,597",100%,-,-
674,Cynthia,"$58,177","$58,177",100%,-,-
675,In Search of Greatness,"$58,090","$58,090",100%,-,-
676,Ramen Heads,"$57,345","$57,345",100%,-,-
677,Mamma Mia! 2018 Re-release,"$55,168","$39,601",71.8%,"$15,567",28.2%
678,American Dream: Detroit,"$55,092","$55,092",100%,-,-
679,DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"$54,916","$54,916",100%,-,-
680,Digimon Adventure tri. Part 6: Future,"$54,324","$54,324",100%,-,-
681,The Assassin's Code,"$53,940","$11,218",20.8%,"$42,722",79.2%
682,The Legend of Hallowaiian,"$53,738",$451,0.8%,"$53,287",99.2%
683,Grass,"$53,503","$8,084",15.1%,"$45,419",84.9%
684,The Great Silence,"$53,074","$53,074",100%,-,-
685,The Snowman Trek,"$51,743","$51,743",100%,-,-
686,Wanda 2018 Re-release,"$51,713","$51,713",100%,-,-
687,The Royal Wedding: Prince Harry and Meghan Markle,"$50,264","$50,264",100%,-,-
688,Bigger,"$49,997","$46,382",92.8%,"$3,615",7.2%
689,Jumanji/Jumanji: Welcome to the Jungle 2018 NCM Fathom Event,"$49,381","$49,381",100%,-,-
690,Hal,"$49,045","$48,698",99.3%,$347,0.7%
691,The China Hustle,"$48,650","$48,650",100%,-,-
692,350 Days - Legends. Champions. Survivors,"$47,526","$47,526",100%,-,-
693,Mercury,"$45,429",-,-,"$45,429",100%
694,That Summer,"$44,659","$34,556",77.4%,"$10,103",22.6%
695,Submission,"$44,069","$39,985",90.7%,"$4,084",9.3%
696,Liyana,"$44,045","$44,045",100%,-,-
697,Garry Winogrand: All Things are Photographable,"$44,002","$44,002",100%,-,-
698,Hitler's Hollywood,"$43,766","$43,766",100%,-,-
699,First We Take Brooklyn,"$42,812","$42,812",100%,-,-
700,Golden Exits,"$41,888","$41,888",100%,-,-
701,Jonathan,"$41,558",-,-,"$41,558",100%
702,Blue Iguana,"$41,050",-,-,"$41,050",100%
703,On Her Shoulders,"$40,145","$28,288",70.5%,"$11,857",29.5%
